track_id	song_id	title	preview_file	mp3_file
TRAGQLG128F9351109	SOAGYNF12AB0187EEE	The Jezebel Spirit - Brian Eno & David Byrne	TRAGQLG128F9351109-mzm.afiyjzkq.aac.p.m4a	TRAGQLG128F9351109-mzm.afiyjzkq.aac.p.mp3
TRAGQVO128F145C0AF	SOLNHID12A58A78106	Say Your Prayers - Gang Starr	TRAGQVO128F145C0AF-mzaf_7204353999574358356.plus.aac.p.m4a	TRAGQVO128F145C0AF-mzaf_7204353999574358356.plus.aac.p.mp3
TRAGRRP12903CD2911	SOYZHTW12A58A7DAD9	White Feather - Wolfmother	TRAGRRP12903CD2911-mzm.ebinsbdu.aac.p.m4a	TRAGRRP12903CD2911-mzm.ebinsbdu.aac.p.mp3
TRAGSGF128E0780CA7	SOEHTZE12A6310F0F2	One I Love - Coldplay	TRAGSGF128E0780CA7-mzaf_2282097232884873913.plus.aac.p.m4a	TRAGSGF128E0780CA7-mzaf_2282097232884873913.plus.aac.p.mp3
TRAGSJQ128F149EF8D	SOELMDY12A6D4FB18A	California, Gracefully - Every Time I Die	TRAGSJQ128F149EF8D-mzm.yvkxgpyq.aac.p.m4a	TRAGSJQ128F149EF8D-mzm.yvkxgpyq.aac.p.mp3
TRAGSKH12903CCCAA9	SOKVKEC12AB0186B68	Don't Call Me Andy - Andrew W.K.	TRAGSKH12903CCCAA9-mzaf_5900064779287874633.plus.aac.p.m4a	TRAGSKH12903CCCAA9-mzaf_5900064779287874633.plus.aac.p.mp3
TRAGSQU128F145693D	SOIIZIX12A6D4F799D	Narcotic - Methods of Mayhem & Scott Kirkland	TRAGSQU128F145693D-mzm.szdtslrv.aac.p.m4a	TRAGSQU128F145693D-mzm.szdtslrv.aac.p.mp3
TRAGTDM12903CE2E9D	SONMSFX12AB018CD74	Ouça - Maysa	TRAGTDM12903CE2E9D-mzaf_6223407024968815861.plus.aac.p.m4a	TRAGTDM12903CE2E9D-mzaf_6223407024968815861.plus.aac.p.mp3
TRAGTFI12903CA06E7	SOIJQRD12AB01882D0	Kettle Black - Bleed the Sky	TRAGTFI12903CA06E7-mzaf_2812950094421758422.plus.aac.p.m4a	TRAGTFI12903CA06E7-mzaf_2812950094421758422.plus.aac.p.mp3
TRAGTPQ128F42920A5	SOTIRUS12A8C13F53D	Storm In My Heart - Dolores Keane	TRAGTPQ128F42920A5-mzaf_3329494495737214361.plus.aac.p.m4a	TRAGTPQ128F42920A5-mzaf_3329494495737214361.plus.aac.p.mp3
TRAGTXE128F4229231	SOCTUML12A8AE45691	I'm On to You - Hurricane	TRAGTXE128F4229231-mzaf_6039095985902641258.plus.aac.p.m4a	TRAGTXE128F4229231-mzaf_6039095985902641258.plus.aac.p.mp3
TRAGUJK128F42A75C3	SOIQFYV12A8C13EEB6	Wild Side - Mötley Crüe	TRAGUJK128F42A75C3-mzaf_8256145702091900133.plus.aac.p.m4a	TRAGUJK128F42A75C3-mzaf_8256145702091900133.plus.aac.p.mp3
TRAGVAO128F4289B5D	SOCJAYM12A8C138772	Up North Trip - Mobb Deep	TRAGVAO128F4289B5D-mzaf_8532118249729885587.plus.aac.p.m4a	TRAGVAO128F4289B5D-mzaf_8532118249729885587.plus.aac.p.mp3
TRAGVCD128F42A4C01	SOOSLVC12A8C13E51E	11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude - Aesop Rock	TRAGVCD128F42A4C01-mzm.wvdnibrz.aac.p.m4a	TRAGVCD128F42A4C01-mzm.wvdnibrz.aac.p.mp3
TRAGVTG128F92FE9E2	SOCTKFG12AB017D983	He Will Break Your Heart - Jerry Butler & The Impressions	TRAGVTG128F92FE9E2-mzaf_7002821165319389747.plus.aac.p.m4a	TRAGVTG128F92FE9E2-mzaf_7002821165319389747.plus.aac.p.mp3
TRAGWKV128F92C316A	SOISAFU12CF5F882E5	How Does It Feel - Avril Lavigne	TRAGWKV128F92C316A-mzi.xoyzhuku.aac.p.m4a	TRAGWKV128F92C316A-mzi.xoyzhuku.aac.p.mp3
TRAGWTT128F148CF2C	SOMGVPO12A6D4F81E4	Cerilene - Sister Hazel	TRAGWTT128F148CF2C-mzm.bivpkwku.aac.p.m4a	TRAGWTT128F148CF2C-mzm.bivpkwku.aac.p.mp3
TRAGXBL128F149EBA2	SOUHVMV12A58A7C4D9	Go Back - Crabby Appleton	TRAGXBL128F149EBA2-mzm.vyapjupe.aac.p.m4a	TRAGXBL128F149EBA2-mzm.vyapjupe.aac.p.mp3
TRAGXUZ128F9311745	SODREXM12AB017C1E8	You Tell Me - Johnny Cash	TRAGXUZ128F9311745-mzaf_2578154016842564107.plus.aac.p.m4a	TRAGXUZ128F9311745-mzaf_2578154016842564107.plus.aac.p.mp3
TRAGYDZ12903D0957F	SOLTZIT12A58A7B9BC	Lover Come Back to Me - Candlebox	TRAGYDZ12903D0957F-mzi.oiqstnlb.aac.p.m4a	TRAGYDZ12903D0957F-mzi.oiqstnlb.aac.p.mp3
TRAGYJM128EF3466D2	SOZRIFJ12A67ADA4BE	Been There All the Time - Dinosaur Jr.	TRAGYJM128EF3466D2-mzaf_7933548245872464668.plus.aac.p.m4a	TRAGYJM128EF3466D2-mzaf_7933548245872464668.plus.aac.p.mp3
TRAGZQD128F428E68B	SOSZHGZ12A8C13B75E	Dream Lover - Plasmatics	TRAGZQD128F428E68B-mzaf_1341383355194273373.plus.aac.p.m4a	TRAGZQD128F428E68B-mzaf_1341383355194273373.plus.aac.p.mp3
TRAGZRF128E0781872	SOCGCVT12A6D4FAF6F	Party In the Sky - Inspiral Carpets	TRAGZRF128E0781872-mzaf_3310563882736711781.plus.aac.p.m4a	TRAGZRF128E0781872-mzaf_3310563882736711781.plus.aac.p.mp3
TRAHBNZ128F92FC2A7	SOMTPYO12A8C14413D	Coolie High - Camp Lo	TRAHBNZ128F92FC2A7-mzm.txxuknrj.aac.p.m4a	TRAHBNZ128F92FC2A7-mzm.txxuknrj.aac.p.mp3
TRAHBOV128F92EF77A	SOUTSOK12A8C146665	U Don’t Know (feat. Wayne Coyne) - Alison Wonderland	TRAHBOV128F92EF77A-mzaf_2741556403694155765.plus.aac.p.m4a	TRAHBOV128F92EF77A-mzaf_2741556403694155765.plus.aac.p.mp3
TRAHBQT128F4213403	SOCFXMH12A6D4FD1B8	Ego Trip By Nikki Giovanni - Blackalicious	TRAHBQT128F4213403-mzm.sgigsgfc.aac.p.m4a	TRAHBQT128F4213403-mzm.sgigsgfc.aac.p.mp3
TRAHBWE128F9349247	SOMXUAV12AB0188A0E	Dedicated to the One I Love - The Shirelles	TRAHBWE128F9349247-mzaf_1261943878729129711.plus.aac.p.m4a	TRAHBWE128F9349247-mzaf_1261943878729129711.plus.aac.p.mp3
TRAHBXB128F42797AE	SODTJWJ12CF5F88321	I Know Somethin (Bout You) - Alice In Chains	TRAHBXB128F42797AE-mzm.ndjtyxge.aac.p.m4a	TRAHBXB128F42797AE-mzm.ndjtyxge.aac.p.mp3
TRAHCBD128F9336A3E	SOMDRBE12AB01813EA	Sweet and Dandy - Toots & The Maytals	TRAHCBD128F9336A3E-mzm.mlrrympn.aac.p.m4a	TRAHCBD128F9336A3E-mzm.mlrrympn.aac.p.mp3
TRAHCDJ128F9310F1C	SOCGJEM12AB0185E26	When I Grow Up - Fever Ray	TRAHCDJ128F9310F1C-mzaf_1191144073757896812.plus.aac.p.m4a	TRAHCDJ128F9310F1C-mzaf_1191144073757896812.plus.aac.p.mp3
TRAHCRI128F4255C6E	SOPQEVH12A8C135713	Let Me Go Home Whiskey - Asleep at the Wheel	TRAHCRI128F4255C6E-mzaf_6022555273037398836.plus.aac.p.m4a	TRAHCRI128F4255C6E-mzaf_6022555273037398836.plus.aac.p.mp3
TRAHCVT128F4282806	SOWWLVP12A8C138BFB	Magdalaine - L.A. Guns	TRAHCVT128F4282806-mzaf_4791188033366446070.plus.aac.p.m4a	TRAHCVT128F4282806-mzaf_4791188033366446070.plus.aac.p.mp3
TRAHDJL128F9305B80	SONIHFO12CF5F87D6C	Piece of My Heart - Big Brother & The Holding Company	TRAHDJL128F9305B80-mzaf_2400756267181313519.plus.aac.p.m4a	TRAHDJL128F9305B80-mzaf_2400756267181313519.plus.aac.p.mp3
TRAHECO128F9360EB4	SOFNSNQ12AB01833D2	Obstacles In My Way - Walter Trout & The Free Radicals	TRAHECO128F9360EB4-mzaf_2886637900435852009.plus.aac.p.m4a	TRAHECO128F9360EB4-mzaf_2886637900435852009.plus.aac.p.mp3
TRAHEEY128F9335ECD	SODKVWC12AF72A53CF	Face Drop - Sean Kingston	TRAHEEY128F9335ECD-mzm.jbaeyqhb.aac.p.m4a	TRAHEEY128F9335ECD-mzm.jbaeyqhb.aac.p.mp3
TRAHEII128F9307D9A	SOFUKSP12A8C1416DC	Gone Dead On You Blues - Blind Lemon Jefferson	TRAHEII128F9307D9A-mzm.thssleml.aac.p.m4a	TRAHEII128F9307D9A-mzm.thssleml.aac.p.mp3
TRAHEWR128F422BDF8	SOJWCMG12A8AE46D46	I Love This Town - Bon Jovi	TRAHEWR128F422BDF8-mzaf_1608170662307240531.plus.aac.p.m4a	TRAHEWR128F422BDF8-mzaf_1608170662307240531.plus.aac.p.mp3
TRAHFAO12903CBCD36	SOSLKBG12AB018D75E	"The Happy Organ - Dave ""Baby"" Cortez"	TRAHFAO12903CBCD36-mzaf_3417824047125446564.plus.aac.p.m4a	TRAHFAO12903CBCD36-mzaf_3417824047125446564.plus.aac.p.mp3
TRAHFCR128F422A375	SOOUGMQ12A8AE472AC	Quartier Latin - Bloomfield	TRAHFCR128F422A375-mzaf_6764634994386008558.plus.aac.p.m4a	TRAHFCR128F422A375-mzaf_6764634994386008558.plus.aac.p.mp3
TRAHFHR12903CCCAF8	SOLVYRN12AF72A9C09	Can You Dance With Me? - Andrew W.K.	TRAHFHR12903CCCAF8-mzaf_2952135179984889120.plus.aac.p.m4a	TRAHFHR12903CCCAF8-mzaf_2952135179984889120.plus.aac.p.mp3
TRAHFOU128F42B3F2A	SONDBYI12A6310D81C	Outro - Rakim	TRAHFOU128F42B3F2A-mzm.whnsexwm.aac.p.m4a	TRAHFOU128F42B3F2A-mzm.whnsexwm.aac.p.mp3
TRAHFPA128F14A473A	SOKEAOU12A6D4FB6B2	Out of the Blue - The Shondells & Tommy James	TRAHFPA128F14A473A-mzm.tvzbfeth.aac.p.m4a	TRAHFPA128F14A473A-mzm.tvzbfeth.aac.p.mp3
TRAHFSC128F92EACAB	SOFMCTW12A8C139DDA	The Raggle Taggle Gypsy - The Chieftains	TRAHFSC128F92EACAB-mzm.qnbomwar.aac.p.m4a	TRAHFSC128F92EACAB-mzm.qnbomwar.aac.p.mp3
TRAHHMV12903CD0B0D	SOKEFDU12AB0187D54	Pda - Backstreet Boys	TRAHHMV12903CD0B0D-mzm.nddmnzji.aac.p.m4a	TRAHHMV12903CD0B0D-mzm.nddmnzji.aac.p.mp3
TRAHHUN128F4227029	SOUWPSC12A81C2193E	Jody - Eddie Turner	TRAHHUN128F4227029-mzaf_9083685136776168593.plus.aac.p.m4a	TRAHHUN128F4227029-mzaf_9083685136776168593.plus.aac.p.mp3
TRAHHVA128F424ED80	SOQOPQU12A8C134960	Dept. Of Youth - Pretty Boy Floyd	TRAHHVA128F424ED80-mzm.qkrjtekr.aac.p.m4a	TRAHHVA128F424ED80-mzm.qkrjtekr.aac.p.mp3
TRAHIJE128F4243356	SOSUVCW12A8C13580D	Horrible - Jack Off Jill	TRAHIJE128F4243356-mzm.eljtwewe.aac.p.m4a	TRAHIJE128F4243356-mzm.eljtwewe.aac.p.mp3
TRAHIPA128F4279744	SOIXENX12A8C134CE1	Another Year - K's Choice	TRAHIPA128F4279744-mzm.tqpabovt.aac.p.m4a	TRAHIPA128F4279744-mzm.tqpabovt.aac.p.mp3
TRAHIZR128F148D3D1	SOFZNZA12A6D4F8B0D	Memphis In the Meantime - John Hiatt	TRAHIZR128F148D3D1-mzm.fupqfhgq.aac.p.m4a	TRAHIZR128F148D3D1-mzm.fupqfhgq.aac.p.mp3
TRAHJCI128F92FFB38	SOOCRIF12AB0181137	I Go to Work - Kool Moe Dee	TRAHJCI128F92FFB38-mzm.bhpvhqgc.aac.p.m4a	TRAHJCI128F92FFB38-mzm.bhpvhqgc.aac.p.mp3
TRAHKCD128F42969ED	SOKHEON12A8C13EABE	Pranafestation - Desert Dwellers	TRAHKCD128F42969ED-mzm.rpgpnrta.aac.p.m4a	TRAHKCD128F42969ED-mzm.rpgpnrta.aac.p.mp3
TRAHKLC12903CC632E	SOGBUUF12AB018B87E	Let's Get It Started (Spike Mix) [Bonus Track] - The Black Eyed Peas	TRAHKLC12903CC632E-mzm.hmjgsjhx.aac.p.m4a	TRAHKLC12903CC632E-mzm.hmjgsjhx.aac.p.mp3
TRAHKMS128F934B09E	SOQHTSH12AB01849EE	There Will Be Blood Tonight - Lizzy Borden	TRAHKMS128F934B09E-mzaf_2048128680356685471.plus.aac.p.m4a	TRAHKMS128F934B09E-mzaf_2048128680356685471.plus.aac.p.mp3
TRAHLDG128F92EB4A9	SOYIUPV12AF72AC56B	Tabloid Junkie - Michael Jackson	TRAHLDG128F92EB4A9-mzaf_7308607995444737665.plus.aac.p.m4a	TRAHLDG128F92EB4A9-mzaf_7308607995444737665.plus.aac.p.mp3
TRAHLMD128F146A75F	SOYASGU12A6D4F89BE	Under the Palms - Photek	TRAHLMD128F146A75F-mzaf_8464581556385508773.plus.aac.p.m4a	TRAHLMD128F146A75F-mzaf_8464581556385508773.plus.aac.p.mp3
TRAHLQF12903CDB530	SOGCZSL12AB018572C	Superstar - BigElf	TRAHLQF12903CDB530-mzaf_2281989076752239735.plus.aac.p.m4a	TRAHLQF12903CDB530-mzaf_2281989076752239735.plus.aac.p.mp3
TRAHMIV128F14693DC	SOBDCWG12A6D4F832E	Nobody's Perfect (Remastered Version) - Mike + The Mechanics	TRAHMIV128F14693DC-mzaf_7540127372361361720.plus.aac.p.m4a	TRAHMIV128F14693DC-mzaf_7540127372361361720.plus.aac.p.mp3
TRAHMLW128F92D9D82	SOOVHAY12A8C143418	Vollmond - In Extremo	TRAHMLW128F92D9D82-mzm.nxdxfnsr.aac.p.m4a	TRAHMLW128F92D9D82-mzm.nxdxfnsr.aac.p.mp3
TRAHMQV12903CB2DB7	SOVCOGQ12A58A7D0DE	Give Your Heart a Home - Don Francisco	TRAHMQV12903CB2DB7-mzaf_214959840041868103.plus.aac.p.m4a	TRAHMQV12903CB2DB7-mzaf_214959840041868103.plus.aac.p.mp3
TRAHNMN128F932DA8E	SOILOWM12AB018648D	Destroy 2000 Years of Culture - Atari Teenage Riot	TRAHNMN128F932DA8E-mzaf_3408138807235093034.plus.aac.p.m4a	TRAHNMN128F932DA8E-mzaf_3408138807235093034.plus.aac.p.mp3
TRAHNVN128F933EBE8	SONFGZA12AB018643D	Evil Ways - Otis Spann	TRAHNVN128F933EBE8-mzm.geumkhxq.aac.p.m4a	TRAHNVN128F933EBE8-mzm.geumkhxq.aac.p.mp3
TRAHOBV128F933CE68	SOLLQVT12A81C208EF	Distant Voices - ātman	TRAHOBV128F933CE68-mzaf_7808654652244902119.plus.aac.p.m4a	TRAHOBV128F933CE68-mzaf_7808654652244902119.plus.aac.p.mp3
TRAHOOP128F42B62AB	SOKOYJZ12A8C13FB58	Losing Weight, Pt. 2 - Cam'ron	TRAHOOP128F42B62AB-mzaf_5795580694131102291.plus.aac.p.m4a	TRAHOOP128F42B62AB-mzaf_5795580694131102291.plus.aac.p.mp3
TRAHORF12903CDA9FB	SOTJIBZ12A58A79560	Fingerprints - Minipop	TRAHORF12903CDA9FB-mzaf_8077639746004370414.plus.aac.p.m4a	TRAHORF12903CDA9FB-mzaf_8077639746004370414.plus.aac.p.mp3
TRAHOSP128F4260E9B	SOCXWVO12A58A7E7C6	Jody - Jeff Beck Group	TRAHOSP128F4260E9B-mzaf_4656833346377257215.plus.aac.p.m4a	TRAHOSP128F4260E9B-mzaf_4656833346377257215.plus.aac.p.mp3
TRAHPBP128E079367D	SOFOYJY12A679D30E3	What's Going On - Taste	TRAHPBP128E079367D-mzm.mvdoxhbr.aac.p.m4a	TRAHPBP128E079367D-mzm.mvdoxhbr.aac.p.mp3
TRAHPJP128F92F7661	SOQQXZF12AB01805D8	Meditations - Joanna Connor & Josie Dread & Her Blue Clouds of Joy	TRAHPJP128F92F7661-mzaf_4402287390714112859.plus.aac.p.m4a	TRAHPJP128F92F7661-mzaf_4402287390714112859.plus.aac.p.mp3
TRAHPNB12903CCB8FA	SOXBXWO12AF72A719A	She Will Never Let Me Down - Toots & The Maytals	TRAHPNB12903CCB8FA-mzi.dyehoboh.aac.p.m4a	TRAHPNB12903CCB8FA-mzi.dyehoboh.aac.p.mp3
TRAHPUC128F92D1EC3	SODQLZO12A8C14308B	Death Don't Have No Mercy - Hot Tuna	TRAHPUC128F92D1EC3-mzm.nszypono.aac.p.m4a	TRAHPUC128F92D1EC3-mzm.nszypono.aac.p.mp3
TRAHQHC128F42A77D8	SOCBXDX12A8C13EE08	Bubbles In My Beer (with The Devil Makes Three) - Asleep at the Wheel	TRAHQHC128F42A77D8-mzaf_1146186652117282673.plus.aac.p.m4a	TRAHQHC128F42A77D8-mzaf_1146186652117282673.plus.aac.p.mp3
TRAHQHK128F4288FC7	SOVIPHT12A8C139E9B	Sangre Americana - Bacilos	TRAHQHK128F4288FC7-mzm.gqmtcoya.aac.p.m4a	TRAHQHK128F4288FC7-mzm.gqmtcoya.aac.p.mp3
TRAHSAW128F4253EFC	SOQOQNQ12A81C21F1B	Rock of Gibraltar - Nick Cave & The Bad Seeds	TRAHSAW128F4253EFC-mzaf_926510464779248584.plus.aac.p.m4a	TRAHSAW128F4253EFC-mzaf_926510464779248584.plus.aac.p.mp3
TRAHSPW128F149867A	SOHUKWF12A6D4FA598	Cordeiro de Nanã - João Gilberto	TRAHSPW128F149867A-mzm.apzzmqkd.aac.p.m4a	TRAHSPW128F149867A-mzm.apzzmqkd.aac.p.mp3
TRAHSTL128F931708D	SOAGIPB12AB0181E21	No One - Streetwize	TRAHSTL128F931708D-mzaf_5482247991249459073.plus.aac.p.m4a	TRAHSTL128F931708D-mzaf_5482247991249459073.plus.aac.p.mp3
TRAHSYA128F428143A	SOQLGZH12AF729B7CF	I Put a Spell On You - Screamin' Jay Hawkins	TRAHSYA128F428143A-mzm.rzqawzfo.aac.p.m4a	TRAHSYA128F428143A-mzm.rzqawzfo.aac.p.mp3
TRAHTDA128F147A055	SOMBLEC12A6D4F5761	It's Complicated - Nancy Meyers	TRAHTDA128F147A055-mzvf_5368276886255505414.640x460.h264lc.U.p.m4v	TRAHTDA128F147A055-mzvf_5368276886255505414.640x460.h264lc.U.p.mp3
TRAHTZF128F4229377	SOMOHHA12A81356D12	Contessa Entellina - Stephan Micus	TRAHTZF128F4229377-mzaf_2294613728324582953.plus.aac.p.m4a	TRAHTZF128F4229377-mzaf_2294613728324582953.plus.aac.p.mp3
TRAHUGQ128F92FF08F	SONSNRE12A6D4FA2F7	Happy Cycling - Boards of Canada	TRAHUGQ128F92FF08F-mzaf_1746202584933074474.plus.aac.p.m4a	TRAHUGQ128F92FF08F-mzaf_1746202584933074474.plus.aac.p.mp3
TRAHUHP128F424BD36	SOBTSMO12A8C135EDF	Cursed Again - MU330	TRAHUHP128F424BD36-mzaf_583109126792511358.plus.aac.p.m4a	TRAHUHP128F424BD36-mzaf_583109126792511358.plus.aac.p.mp3
TRAHULA128F92CC05F	SOKWQCX12AF729F29A	Old Friends - Simon & Garfunkel	TRAHULA128F92CC05F-mzm.tsucayqj.aac.p.m4a	TRAHULA128F92CC05F-mzm.tsucayqj.aac.p.mp3
TRAHUQT128F4281228	SOTYSQF12A8C13E0AA	We Will Rock You - Nickelback	TRAHUQT128F4281228-mzaf_3043947913523839416.plus.aac.p.m4a	TRAHUQT128F4281228-mzaf_3043947913523839416.plus.aac.p.mp3
TRAHUWM128F42801C0	SOHSNYO12A8C134B6C	I'm Amazing - Keb' Mo'	TRAHUWM128F42801C0-mzm.cvsunnve.aac.p.m4a	TRAHUWM128F42801C0-mzm.cvsunnve.aac.p.mp3
TRAHVBF12903CB81F3	SOEERUL12A8C144976	Gone But Not Forgotten - The Del McCoury Band	TRAHVBF12903CB81F3-mzaf_1229600909462606569.plus.aac.p.m4a	TRAHVBF12903CB81F3-mzaf_1229600909462606569.plus.aac.p.mp3
TRAHVRW128F92F15FE	SOYUONX12A58A7A821	Why Don't You Spend the Night - Ronnie Milsap	TRAHVRW128F92F15FE-mzaf_3526394806924228227.plus.aac.p.m4a	TRAHVRW128F92F15FE-mzaf_3526394806924228227.plus.aac.p.mp3
TRAHVUK128F1456988	SOTFZEZ12A6D4F79CF	The Ultimate - The Roots	TRAHVUK128F1456988-mzm.blwtxock.aac.p.m4a	TRAHVUK128F1456988-mzm.blwtxock.aac.p.mp3
TRAHVYQ128F429826B	SOCCSCK12A58A7B859	Razamataz - Bruce Becvar	TRAHVYQ128F429826B-mzm.poyhmwzy.aac.p.m4a	TRAHVYQ128F429826B-mzm.poyhmwzy.aac.p.mp3
TRAHWBI128F4234331	SOKRBIR12A8C12FF4B	Confused - Deborah Coleman	TRAHWBI128F4234331-mzaf_8219192189169926952.plus.aac.p.m4a	TRAHWBI128F4234331-mzaf_8219192189169926952.plus.aac.p.mp3
TRAHXBP128F92E7528	SORRBCN12AB017DC63	Garden of Eden - Donna the Buffalo	TRAHXBP128F92E7528-mzaf_3656015875743677464.plus.aac.p.m4a	TRAHXBP128F92E7528-mzaf_3656015875743677464.plus.aac.p.mp3
TRAHXGG128F9350452	SOSCPDO12AB018395F	Right Now - Korn	TRAHXGG128F9350452-mzm.eqlbquet.aac.p.m4a	TRAHXGG128F9350452-mzm.eqlbquet.aac.p.mp3
TRAHXHO128F933934B	SOEQLVJ12AB0186D17	Black Betty - Pat Travers	TRAHXHO128F933934B-mzm.hsyiexuq.aac.p.m4a	TRAHXHO128F933934B-mzm.hsyiexuq.aac.p.mp3
TRAHXKA128F426E903	SOAEBQL12A8C134E07	U Never Nu How Good U Had It - Lisa Lisa & Cult Jam	TRAHXKA128F426E903-mzm.cvaiydvr.aac.p.m4a	TRAHXKA128F426E903-mzm.cvaiydvr.aac.p.mp3
TRAHXKC128F4264AC1	SOHKHWK12A8C134B2C	Mulin' Around - Sugarman Three	TRAHXKC128F4264AC1-mzm.vbilcmkw.aac.p.m4a	TRAHXKC128F4264AC1-mzm.vbilcmkw.aac.p.mp3
TRAHXWA128F4265D32	SOEARAY12A8C139C21	Hook of Holland - Eric Burdon	TRAHXWA128F4265D32-mzaf_8061616703045350098.plus.aac.p.m4a	TRAHXWA128F4265D32-mzaf_8061616703045350098.plus.aac.p.mp3
TRAHXWI128F428B7DA	SORIAMF12A8C14058D	Special Someone - Geggy Tah	TRAHXWI128F428B7DA-mzaf_8112210016028248579.plus.aac.p.m4a	TRAHXWI128F428B7DA-mzaf_8112210016028248579.plus.aac.p.mp3
TRAHYFB128F4280BB8	SOCMHUW12A58A7A5A1	Fixin' to Die Blues - Bukka White	TRAHYFB128F4280BB8-mzaf_1308707670291504114.plus.aac.p.m4a	TRAHYFB128F4280BB8-mzaf_1308707670291504114.plus.aac.p.mp3
TRAHYVC128F421BB24	SOSZDCF12A6D4FCC54	It's Not Unusual - Willie Bobo	TRAHYVC128F421BB24-mzaf_1408280987788559069.plus.aac.p.m4a	TRAHYVC128F421BB24-mzaf_1408280987788559069.plus.aac.p.mp3
TRAHZFD12903C9AC7E	SOEZUVC12AB0187534	The Education of Jamie - The Family Stand	TRAHZFD12903C9AC7E-mzm.sehfyjke.aac.p.m4a	TRAHZFD12903C9AC7E-mzm.sehfyjke.aac.p.mp3
TRAHZIL12903CF1DC2	SOHMHLN12AC90977FE	If I Had My Way I'd Tear This Building Down - Blind Willie Johnson	TRAHZIL12903CF1DC2-mzaf_6154218950594759949.plus.aac.p.m4a	TRAHZIL12903CF1DC2-mzaf_6154218950594759949.plus.aac.p.mp3
TRAHZMM128E07838FF	SOEGTGH12A6D4F7DF4	Goodnight Girl - Wet Wet Wet	TRAHZMM128E07838FF-mzm.zelhhixu.aac.p.m4a	TRAHZMM128E07838FF-mzm.zelhhixu.aac.p.mp3
TRAHZVZ128F9322915	SOVJBXW12AB017FE32	Jokers and Thieves - Chris Vickery	TRAHZVZ128F9322915-mzm.tkhtimgo.aac.p.m4a	TRAHZVZ128F9322915-mzm.tkhtimgo.aac.p.mp3
TRAIACZ128F428C60A	SOCVLYM12A8C13A799	Heard 'Em Say (feat. Adam Levine) - Kanye West	TRAIACZ128F428C60A-mzm.icafsjcv.aac.p.m4a	TRAIACZ128F428C60A-mzm.icafsjcv.aac.p.mp3
TRAIAJT12903CED2F9	SOZRNIB12A58A793A3	Mule Get Up In the Alley - Cannon's Jug Stompers	TRAIAJT12903CED2F9-mzaf_6282974325118883324.plus.aac.p.m4a	TRAIAJT12903CED2F9-mzaf_6282974325118883324.plus.aac.p.mp3
TRAIAMS128EF34DC1B	SOYOFSW12A6D4FA9F1	Black Tiger - Y&T	TRAIAMS128EF34DC1B-mzm.histjgfw.aac.p.m4a	TRAIAMS128EF34DC1B-mzm.histjgfw.aac.p.mp3
TRAIATD128F9331CD6	SOKUBQW12AF72AC4E2	I'll Show You Love - Usher	TRAIATD128F9331CD6-mzaf_6950343079479964444.plus.aac.p.m4a	TRAIATD128F9331CD6-mzaf_6950343079479964444.plus.aac.p.mp3
TRAIAUB12903CDFB3D	SOLTAVH12AB0181CA9	Small Axe (Bob Marley) - Deerhoof	TRAIAUB12903CDFB3D-mzaf_3846883230144894938.plus.aac.p.m4a	TRAIAUB12903CDFB3D-mzaf_3846883230144894938.plus.aac.p.mp3
TRAIBMN128E0780C96	SOWEKTS12A6310F101	Evalia - Placebo	TRAIBMN128E0780C96-mzaf_1230879462536726826.plus.aac.p.m4a	TRAIBMN128E0780C96-mzaf_1230879462536726826.plus.aac.p.mp3
TRAIBXJ128F4260700	SOIBEXL12A8AE46975	Scenario - A Tribe Called Quest	TRAIBXJ128F4260700-mzm.vezyeymp.aac.p.m4a	TRAIBXJ128F4260700-mzm.vezyeymp.aac.p.mp3
TRAICIL128F42598E2	SOZMVGJ12A8AE4565D	The Sun Shines from You - Teenage Fanclub	TRAICIL128F42598E2-mzaf_75348016918118863.plus.aac.p.m4a	TRAICIL128F42598E2-mzaf_75348016918118863.plus.aac.p.mp3
TRAICKK128F421847C	SOYMQXY12A6D4FC5BD	The River - Eddie Turner	TRAICKK128F421847C-mzaf_1496726667832793918.plus.aac.p.m4a	TRAICKK128F421847C-mzaf_1496726667832793918.plus.aac.p.mp3
TRAIDGE128F4260E9F	SOCONYN12A8AE48117	Ice Cream Cakes - Jeff Beck Group	TRAIDGE128F4260E9F-mzaf_392530557188756533.plus.aac.p.m4a	TRAIDGE128F4260E9F-mzaf_392530557188756533.plus.aac.p.mp3
TRAIDMR128F9327232	SOHWKRB12AB017EB39	Better Off That Way - Steve Smith	TRAIDMR128F9327232-mzaf_72088514682395009.plus.aac.p.m4a	TRAIDMR128F9327232-mzaf_72088514682395009.plus.aac.p.mp3
TRAIDUU128F145B15D	SOEGATN12A6D4F73B9	Mama's Boy - Suzi Quatro	TRAIDUU128F145B15D-mzaf_189067789429047047.plus.aac.p.m4a	TRAIDUU128F145B15D-mzaf_189067789429047047.plus.aac.p.mp3
TRAIELD128F92DC682	SOPWKOX12A8C139D43	Genius - Kings of Leon	TRAIELD128F92DC682-mzm.cktylfdl.aac.p.m4a	TRAIELD128F92DC682-mzm.cktylfdl.aac.p.mp3
